_unit_id,product_link,product_price,product_title,query,source,,,,,,
711159042,http://www.ebay.com/itm/NEW-YANKEE-CANDLE-Cottage-Breeze-Wax-Tarts-Lot-Of-6-/251937216682?pt=LH_DefaultDomain_0&hash=item3aa8a0d8aa,11.99,NEW YANKEE CANDLE 'Cottage Breeze' Wax Tarts (Lot Of 6),yankee candle,eBay,,,,,,
711159043,http://www.ebay.com/itm/Yankee-Candle-CRISP-MORNING-AIR-Fresh-Collection-Special-22-oz-Large-Jar-/281671300617?pt=LH_DefaultDomain_0&hash=item4194eaf609,18.5,Yankee Candle CRISP MORNING AIR Fresh Collection Special 22 oz Large Jar,yankee candle,eBay,,,,,,
711159044,http://www.ebay.com/itm/YANKEE-CANDLE-WHITE-CHRISTMAS-NEW-22-OZ-/121634979594?pt=LH_DefaultDomain_0&hash=item1c52027f0a,12.75,YANKEE CANDLE WHITE CHRISTMAS NEW 22 OZ.,yankee candle,eBay,,,,,,
711159045,http://www.ebay.com/itm/NEW-YANKEE-CANDLE-Cottage-Breeze-LARGE-22-OZ-Lot-Of-2-/251937207484?pt=LH_DefaultDomain_0&hash=item3aa8a0b4bc,49.99,NEW YANKEE CANDLE 'Cottage Breeze' LARGE 22 OZ (Lot Of 2),yankee candle,eBay,,,,,,
711159046,http://www.ebay.com/itm/YANKEE-CANDLE-Vacation-Escape-LARGE-22oz-Jar-Brand-New-Very-Rare-/261868440904?pt=LH_DefaultDomain_0&hash=item3cf8934d48,19.99,YANKEE CANDLE Vacation Escape LARGE 22oz. Jar Brand New Very Rare,yankee candle,eBay,,,,,,
711159047,http://www.ebay.com/itm/Yankee-Candle-Sparkling-Sugar-Limited-Ed-Lot-of-2-Large-22-oz-Jar-Candles-New-/161687146465?pt=LH_DefaultDomain_0&hash=item25a54e0fe1,42.99,Yankee Candle Sparkling Sugar Limited Ed *Lot of 2* Large 22 oz Jar Candles New,yankee candle,eBay,,,,,,
711159048,http://www.ebay.com/itm/Lot-Of-25-Yankee-Candle-Tart-Wax-Melts-Mixed-Scents-New-/321715926400?pt=LH_DefaultDomain_0&hash=item4ae7c37580,25,Lot Of 25 Yankee Candle Tart Wax Melts - Mixed Scents New,yankee candle,eBay,,,,,,
711159049,http://www.ebay.com/itm/YANKEE-CANDLE-Housewarmer-Ceramic-Shade-and-Candle-Set-VINEYARD-/161679626994?pt=LH_DefaultDomain_0&hash=item25a4db52f2,14.99,YANKEE CANDLE, Housewarmer, Ceramic Shade and Candle Set - VINEYARD,yankee candle,eBay,,,,
711159050,http://www.ebay.com/itm/Yankee-Candle-LUSH-BERRIES-Collection-Special-22-oz-Large-Jar-/281671627467?pt=LH_DefaultDomain_0&hash=item4194eff2cb,19,Yankee Candle LUSH BERRIES Collection Special 22 oz Large Jar,yankee candle,eBay,,,,,,
711159051,http://www.ebay.com/itm/22-oz-girls-scout-coconut-carmel-cookie-yankee-candle-/121632393956?pt=LH_DefaultDomain_0&hash=item1c51db0ae4,19.99,22 oz girls scout coconut carmel cookie yankee candle,yankee candle,eBay,,,,,,
711159052,http://www.ebay.com/itm/Yankee-Candle-Floral-Scent-22oz-Jar-You-Choose-/121552740850?pt=LH_DefaultDomain_0&var=&hash=item1c4d1ba1f2,18,Yankee Candle Floral Scent 22oz Jar You Choose,yankee candle,eBay,,,,,,
711159053,http://www.ebay.com/itm/New-Large-Yankee-Candle-Buttercream-22-Oz-Jar-Favorite-Fragrance-/281672804775?pt=LH_DefaultDomain_0&hash=item419501e9a7,16.95,New Large Yankee Candle Buttercream 22 Oz Jar, Favorite Fragrance!,yankee candle,eBay,,,,,
711159054,http://www.ebay.com/itm/Yankee-Candle-Large-22oz-Jar-Candle-Hometown-Days-Brand-New-/251935878649?pt=LH_DefaultDomain_0&hash=item3aa88c6df9,25.99,Yankee Candle Large 22oz Jar Candle - Hometown Days - Brand New,yankee candle,eBay,,,,,,
711159055,http://www.ebay.com/itm/Yankee-Candle-Gingerbread-Scent-14-5-oz-Medium-Jar-/181722497207?pt=LH_DefaultDomain_0&hash=item2a4f8140b7,9.99,Yankee Candle Gingerbread Scent 14.5 oz. Medium Jar,yankee candle,eBay,,,,,,
711159056,http://www.ebay.com/itm/Yankee-Candle-COTTON-CANDY-Food-Spice-Collection-22-oz-Large-Jar-NEW-/281666649701?pt=LH_DefaultDomain_0&hash=item4194a3fe65,21.5,Yankee Candle COTTON CANDY Food & Spice Collection 22 oz Large Jar NEW,yankee candle,eBay,,,,,,
711159057,http://www.ebay.com/itm/iRobot-Roomba-880-Vacuum-Cleaning-Robot-Brand-New-/321620069515?pt=LH_DefaultDomain_0&hash=item4ae20ccc8b,594.99,iRobot Roomba 880 Vacuum Cleaning Robot  -  Brand New,cleaning robot,eBay,,,,,,
711159058,http://www.ebay.com/itm/NEW-iRobot-Roomba-880-Vacuum-Cleaning-Robot-FREE-EXPEDITED-SHIPPING-/281674524724?pt=LH_DefaultDomain_0&hash=item41951c2834,599.99,NEW iRobot Roomba 880 Vacuum Cleaning Robot - FREE EXPEDITED SHIPPING,cleaning robot,eBay,,,,,,
711159059,http://www.ebay.com/itm/Automatic-Robot-Vacuum-Cleaner-Robotic-Carpet-Hard-Wood-Floor-Cleaning-Roomba-/141625484713?pt=LH_DefaultDomain_0&hash=item20f98965a9,156.99,Automatic Robot Vacuum Cleaner Robotic Carpet Hard Wood Floor Cleaning Roomba,cleaning robot,eBay,,,,,,
711159060,http://www.ebay.com/itm/Robotic-Automatic-Vacuum-Floor-Cleaner-Pet-Hard-Robot-Cleaning-Mop-Wood-Allergy-/281673136853?pt=LH_DefaultDomain_0&hash=item419506fad5,157.99,Robotic Automatic Vacuum Floor Cleaner Pet Hard Robot Cleaning Mop Wood Allergy,cleaning robot,eBay,,,,,,
711159061,http://www.ebay.com/itm/BRAND-NEW-iRobot-Roomba-770-Vacuum-Cleaning-Robot-for-Pets-and-Allergies-/121634248085?pt=LH_DefaultDomain_0&hash=item1c51f75595,468.95,BRAND NEW iRobot Roomba 770 Vacuum Cleaning Robot for Pets and Allergies,cleaning robot,eBay,,,,,,
711159062,http://www.ebay.com/itm/IROBOT-440-ROOMBA-VACUUM-CLEANING-ROBOT-AUTOMATIC-BAGLESS-FLOOR-CARPET-CLEANER-/201316622759?pt=LH_DefaultDomain_0&hash=item2edf67e1a7,104.5,IROBOT 440 | ROOMBA VACUUM CLEANING ROBOT AUTOMATIC BAGLESS FLOOR/CARPET CLEANER,cleaning robot,eBay,,,,,,
711159063,http://www.ebay.com/itm/NEW-O-Duster-Robotic-Vacuum-Automatic-Floor-Cleaner-Kitchen-Mop-Broom-Cleaning-/251851828568?pt=LH_DefaultDomain_0&hash=item3aa389ed58,22.99,NEW O-Duster Robotic Vacuum Automatic Floor Cleaner Kitchen Mop Broom Cleaning,cleaning robot,eBay,,,,,,
711159064,http://www.ebay.com/itm/iRobot-Roomba-870-Vacuum-Cleaning-Robot-for-Pets-and-Allergies-/391126158431?pt=LH_DefaultDomain_0&hash=item5b10ef8c5f,499.99,iRobot Roomba 870 Vacuum Cleaning Robot for Pets and Allergies,cleaning robot,eBay,,,,,,
711159065,http://www.ebay.com/itm/iRobot-Roomba-880-Vacuum-Cleaning-Robot-NEW-In-Box-Sealed-Never-Opened-/181729064825?pt=LH_DefaultDomain_0&hash=item2a4fe57779,599.99,iRobot Roomba 880 Vacuum Cleaning Robot - NEW In Box - Sealed - Never Opened!,cleaning robot,eBay,,,,,,
711159066,http://www.ebay.com/itm/iRobot-Roomba-880-Vacuum-Cleaning-Robot-Brand-New-/171767518808?pt=LH_DefaultDomain_0&hash=item27fe245658,585,iRobot Roomba 880 Vacuum Cleaning Robot  -  Brand New,cleaning robot,eBay,,,,,,
711159067,http://www.ebay.com/itm/BRAND-NEW-iRobot-Roomba-761-Robotic-Vaccum-Cleaning-Robot-760-Series-/111652948837?pt=LH_DefaultDomain_0&hash=item19ff08cb65,349.99,BRAND NEW iRobot Roomba 761 Robotic Vaccum Cleaning Robot (760 Series),cleaning robot,eBay,,,,,,
711159068,http://www.ebay.com/itm/BRAND-NEW-iRobot-Roomba-770-Vacuum-Cleaning-Robot-for-Pets-and-Allergies-/131491284254?pt=LH_DefaultDomain_0&hash=item1e9d7dc51e,469.85,BRAND NEW iRobot Roomba 770 Vacuum Cleaning Robot for Pets and Allergies,cleaning robot,eBay,,,,,,
711159069,http://www.ebay.com/itm/Genuine-ROBOT-CLEANER-Neo-AIM-RC02-Cleaning-Robot-Vacuum-Floor-Robotic-/151571859437?pt=LH_DefaultDomain_0&hash=item234a6307ed,75.16,Genuine ROBOT CLEANER Neo AIM-RC02 Cleaning Robot Vacuum Floor Robotic.,cleaning robot,eBay,,,,,,
711159070,http://www.ebay.com/itm/iRobot-880-Roomba-Vacuum-Cleaning-Robot-4-Pets-Allergies-189537-JEE-/351378753683?pt=LH_DefaultDomain_0&hash=item51cfce4893,305,iRobot 880 Roomba Vacuum Cleaning Robot 4 Pets & Allergies 189537 JEE,cleaning robot,eBay,,,,,,
711159071,http://www.ebay.com/itm/iRobot-Roomba-650-Black-Vacuum-Cleaning-Robot-/171761878244?pt=LH_DefaultDomain_0&hash=item27fdce44e4,329.95,iRobot Roomba 650 - Black - Vacuum Cleaning Robot,cleaning robot,eBay,,,,,,
711159072,http://www.ebay.com/itm/iRobot-Roomba-880-Vacuum-Cleaning-Robot-Pet-Allergy-Brand-New-/251929240132?pt=LH_DefaultDomain_0&hash=item3aa8272244,590,iRobot Roomba 880 Vacuum Cleaning Robot - Pet & Allergy - Brand New,cleaning robot,eBay,,,,,,
711159073,http://www.ebay.com/itm/iRobot-Roomba-770-Vacuum-Cleaning-Robot-w-Box-/121633211885?pt=LH_DefaultDomain_0&hash=item1c51e785ed,269.99,iRobot Roomba 770 Vacuum Cleaning Robot w/ Box,cleaning robot,eBay,,,,,,
711159074,http://www.ebay.com/itm/iRobot-Roomba-880-Vacuum-Cleaning-Robot-for-Pets-and-Allergies-800-Series-/121632461216?pt=LH_DefaultDomain_0&hash=item1c51dc11a0,593.99,iRobot Roomba 880 Vacuum Cleaning Robot for Pets and Allergies 800 Series,cleaning robot,eBay,,,,,,
711159075,http://www.ebay.com/itm/Tsukamoto-Aim-Cleaning-Robot-Neo-AIM-RC02-Vacuum-Cleaner-From-japan-EMS-Shipping-/201266030774?pt=LH_DefaultDomain_0&hash=item2edc63e8b6,66.9,Tsukamoto Aim Cleaning Robot Neo AIM-RC02 Vacuum Cleaner From japan EMS Shipping,cleaning robot,eBay,,,,,,
711159076,http://www.ebay.com/itm/NEW-O-Duster-Robot-Automatic-Mop-Robotic-Floor-Cleaner-Pet-Clean-/231545495322?pt=LH_DefaultDomain_0&hash=item35e92fdf1a,32.95,NEW O-Duster Robot Automatic Mop Robotic Floor Cleaner Pet Clean,cleaning robot,eBay,,,,,,
711159077,http://www.ebay.com/itm/iRobot-560-Roomba-Vacuuming-Cleaning-Robot-Black-Silver-Self-Charging-Base-/131497104815?pt=LH_DefaultDomain_0&hash=item1e9dd695af,195,iRobot 560 Roomba Vacuuming Cleaning Robot Black & Silver Self Charging Base,cleaning robot,eBay,,,,,,
711159078,http://www.ebay.com/itm/iRobot-Roomba-650-Vacuum-Cleaning-Robot-/281675367374?pt=LH_DefaultDomain_0&hash=item41952903ce,159.99,iRobot Roomba 650 Vacuum Cleaning Robot,cleaning robot,eBay,,,,,,
711159079,http://www.ebay.com/itm/O-Duster-Robotic-Vacuum-Automatic-Floor-Cleaner-Mop-Broom-Cleaning-Home-Kitchen-/391124795769?pt=LH_DefaultDomain_0&hash=item5b10dac179,31.96,O-Duster Robotic Vacuum Automatic Floor Cleaner Mop Broom Cleaning Home Kitchen,cleaning robot,eBay,,,,,,
711159080,http://www.ebay.com/itm/iRobot-Roomba-880-Vacuum-Cleaning-Robot-for-Pets-and-Allergies-800-Series-/141645779359?pt=LH_DefaultDomain_0&hash=item20fabf119f,579.99,iRobot Roomba 880 Vacuum Cleaning Robot for Pets and Allergies 800 Series,cleaning robot,eBay,,,,,,
711159081,http://www.ebay.com/itm/O-Duster-Robotic-Floor-Mop-Broom-Automatic-Vacuum-Cleaner-Home-Kitchen-Cleaning-/331523421128?pt=LH_DefaultDomain_0&hash=item4d3055f3c8,32.99,O-Duster Robotic Floor Mop Broom Automatic Vacuum Cleaner Home Kitchen Cleaning,cleaning robot,eBay,,,,,,
711159082,http://www.ebay.com/itm/Cuisinart-DCC-3000-Coffee-on-Demand-12-cup-Programmable-Coffeemaker-/361232667858?pt=LH_DefaultDomain_0&hash=item541b2514d2,59.95,Cuisinart DCC-3000 Coffee on Demand 12-cup Programmable Coffeemaker,cuisinart coffee maker,eBay,,,,,,
711159083,http://www.ebay.com/itm/Cuisinart-DCC-2650-Brew-Central-12-Cup-Programmable-Coffeemaker-/311292459938?pt=LH_DefaultDomain_0&hash=item487a79fba2,69.99,Cuisinart DCC-2650 Brew Central 12-Cup Programmable Coffeemaker,cuisinart coffee maker,eBay,,,,,,
711159084,http://www.ebay.com/itm/Cuisinart-DCC-450-4-Cup-Coffeemaker-Black-with-Stainless-Steel-Carafe-/251930461644?pt=LH_DefaultDomain_0&hash=item3aa839c5cc,7,Cuisinart DCC-450 4-Cup Coffeemaker Black with Stainless Steel Carafe,cuisinart coffee maker,eBay,,,,,,
711159085,http://www.ebay.com/itm/Cuisinart-DGB-650-Grind-and-Brew-10-Cup-Automatic-Coffeemaker-Brushed-metal-/291445780630?pt=LH_DefaultDomain_0&hash=item43db85b096,37.99,Cuisinart DGB-650 Grind-and-Brew 10-Cup Automatic Coffeemaker Brushed metal,cuisinart coffee maker,eBay,,,,,,
711159086,http://www.ebay.com/itm/Cuisinart-Grind-Brew-DGB-700BC-12-Cups-Coffee-Maker-Black-Silver-/181722886905?pt=LH_DefaultDomain_0&hash=item2a4f8732f9,44,Cuisinart Grind & Brew DGB-700BC 12 Cups Coffee Maker - Black/Silver,cuisinart coffee maker,eBay,,,,,,
711159087,http://www.ebay.com/itm/Cuisinart-DGB-600BC-Automatic-Grind-Brew-Coffee-Maker-10-Cup-Thermal-Carafe-/261833738846?pt=LH_DefaultDomain_0&hash=item3cf681ca5e,34.95,Cuisinart DGB-600BC Automatic Grind & Brew Coffee Maker 10 Cup Thermal Carafe!!!,cuisinart coffee maker,eBay,,,,,,
711159088,http://www.ebay.com/itm/Cuisinart-DCC-1200-Brew-Central-12-Cup-Programmable-Coffeemaker-/141416767506?pt=LH_DefaultDomain_2&hash=item20ed18a012,49.29,Cuisinart DCC-1200 Brew Central 12-Cup Programmable Coffeemaker,cuisinart coffee maker,eBay,,,,,,
711159089,http://www.ebay.com/itm/Cuisinart-DCC-3000-Coffee-on-Demand-12-Cup-Programmable-Coffeemaker-/221748323329?pt=LH_DefaultDomain_0&hash=item33a13ae401,54,Cuisinart DCC 3000 Coffee on Demand 12 Cup Programmable Coffeemaker,cuisinart coffee maker,eBay,,,,,,
711159090,http://www.ebay.com/itm/Cuisinart-DCC-450BK-4-Cup-Coffeemaker-With-Black-Silver-Stainless-Steel-Carafe-/171761758789?pt=LH_DefaultDomain_0&hash=item27fdcc7245,15,Cuisinart DCC-450BK 4-Cup Coffeemaker With Black/Silver Stainless Steel Carafe,cuisinart coffee maker,eBay,,,,,,
711159091,http://www.ebay.com/itm/Cuisinart-CHW-12-12-Cup-Programmable-Coffeemaker-w-Hot-Water-System-/261830836125?pt=LH_DefaultDomain_0&hash=item3cf6557f9d,59.99,Cuisinart CHW-12 12-Cup Programmable Coffeemaker w/ Hot Water System,cuisinart coffee maker,eBay,,,,,,
711159092,http://www.ebay.com/itm/New-Cuisinart-DCC-3000-Coffee-On-Demand-12-Cup-Programmable-Coffeemaker-/251848876636?pt=LH_DefaultDomain_0&hash=item3aa35ce25c,99.95,New Cuisinart DCC-3000 Coffee On Demand 12-Cup Programmable Coffeemaker,cuisinart coffee maker,eBay,,,,,,
711159093,http://www.ebay.com/itm/Cuisinart-DCC-1200-Brew-Central-12-Cup-Programmable-Coffeemaker-Black-Metal-/221756821896?pt=LH_DefaultDomain_0&hash=item33a1bc9188,105.99,Cuisinart DCC-1200 Brew Central 12-Cup Programmable Coffeemaker, Black/Metal,cuisinart coffee maker,eBay,,,,,
711159094,http://www.ebay.com/itm/Cuisinart-Brew-Central-12-Cup-Programmable-Coffee-Maker-DCC-1200-metal-filter-/161659645628?pt=LH_DefaultDomain_0&hash=item25a3aa6ebc,19.95,Cuisinart Brew Central 12-Cup Programmable Coffee Maker DCC-1200 metal filter,cuisinart coffee maker,eBay,,,,,,
711159095,http://www.ebay.com/itm/NEW-Cuisinart-DGB-625BC-Grind-and-Brew-12-Cup-Automatic-Coffeemaker-Machine-/121633004662?pt=LH_DefaultDomain_0&hash=item1c51e45c76,46,NEW Cuisinart DGB-625BC Grind-and-Brew 12-Cup Automatic Coffeemaker Machine,cuisinart coffee maker,eBay,,,,,,
711159096,http://www.ebay.com/itm/Cuisinart-DCC-2400-Brew-Central-Thermal-12-cup-Coffeemaker-/191418397733?pt=LH_DefaultDomain_0&hash=item2c916cf425,69.99,Cuisinart DCC-2400 Brew Central Thermal 12-cup Coffeemaker,cuisinart coffee maker,eBay,,,,,,
711159097,http://www.ebay.com/itm/Cuisinart-Extreme-Brew-DCC-2650-12-Cups-Coffee-Maker-Black-Silver-/151661047348?pt=LH_DefaultDomain_0&hash=item234fb3ee34,80,Cuisinart Extreme Brew DCC-2650 12 Cups Coffee Maker - Black/Silver,cuisinart coffee maker,eBay,,,,,,
711159098,http://www.ebay.com/itm/Cuisinart-DTC-975BKN-Thermal-12-Cup-Programmable-Coffeemaker-coffee-maker-/361259927655?pt=LH_DefaultDomain_0&hash=item541cc50867,80.8,Cuisinart DTC-975BKN Thermal 12-Cup Programmable Coffeemaker * coffee maker,cuisinart coffee maker,eBay,,,,,,
711159099,http://www.ebay.com/itm/Cuisinart-Brew-Central-12-Cup-Programmable-Thermal-Coffeemaker-DCC-1100BK-/111637357284?pt=LH_DefaultDomain_0&hash=item19fe1ae2e4,69.99,Cuisinart Brew Central 12-Cup Programmable Thermal Coffeemaker - DCC-1100BK,cuisinart coffee maker,eBay,,,,,,
711159100,http://www.ebay.com/itm/CUISINART-DGB-650BC-AUTOMATIC-GRIND-AND-BREW-COFFEE-MAKER-NEW-IN-BOX-/121629589106?pt=LH_DefaultDomain_0&hash=item1c51b03e72,80,CUISINART DGB-650BC AUTOMATIC GRIND AND BREW COFFEE MAKER NEW IN BOX,cuisinart coffee maker,eBay,,,,,,
711159101,http://www.ebay.com/itm/Cuisinart-Coffee-on-Demand-DCC-3000-12-Cups-Coffee-Maker-Black-/321738262449?pt=LH_DefaultDomain_0&hash=item4ae91847b1,70,Cuisinart Coffee on Demand DCC-3000 12 Cups Coffee Maker - Black,cuisinart coffee maker,eBay,,,,,,
711159102,http://www.ebay.com/itm/New-Cuisinart-DCC-3000-Coffee-On-Demand-12-Cup-Programmable-CoffeeMaker-/370944135612?pt=LH_DefaultDomain_0&hash=item565dfe51bc,99.95,New Cuisinart DCC-3000 Coffee On Demand 12-Cup Programmable CoffeeMaker,cuisinart coffee maker,eBay,,,,,,
711159103,http://www.ebay.com/itm/Cuisinart-DGB-650BC-Grind-and-Brew-10-Cup-Automatic-Coffeemaker-Brushed-Metal-/261868525653?pt=LH_DefaultDomain_0&hash=item3cf8949855,39.99,Cuisinart DGB-650BC Grind-and-Brew 10-Cup Automatic Coffeemaker Brushed Metal,cuisinart coffee maker,eBay,,,,,,
711159104,http://www.ebay.com/itm/Cuisinart-Coffee-Plus-CHW-12-Cup-Programmable-Coffeemaker-With-Hot-Water-System-/201337105959?pt=LH_DefaultDomain_0&hash=item2ee0a06e27,83.38,Cuisinart Coffee Plus CHW-12-Cup Programmable Coffeemaker With Hot Water System,cuisinart coffee maker,eBay,,,,,,
711159105,http://www.ebay.com/itm/Cuisinart-DCC-1150BK-10-Cup-Classic-Thermal-Programmable-Coffeemaker-Black-/111656300741?pt=LH_DefaultDomain_0&hash=item19ff3bf0c5,79.86,Cuisinart DCC-1150BK 10-Cup Classic Thermal Programmable Coffeemaker, Black,cuisinart coffee maker,eBay,,,,,
711159106,http://www.ebay.com/itm/Cuisinart-SS-700-12-Cup-Keurig-Coffee-Maker-/161685854358?pt=LH_DefaultDomain_0&hash=item25a53a5896,59.99,Cuisinart SS-700 12 Cup Keurig Coffee Maker,cuisinart coffee maker,eBay,,,,,,
711159107,http://www.ebay.com/itm/KOBO-eReader-6-White-touchscreen-Expandable-Memory-N905B-K3S-B-/161679675663?pt=LH_DefaultDomain_0&hash=item25a4dc110f,45,KOBO eReader 6 White (touchscreen) Expandable Memory N905B-K3S-B,kobo e-reader,eBay,,,,,,
711159108,http://www.ebay.com/itm/Kobo-Glo-eReader-Wi-Fi-6-2-GB-Black-Touchscreen-From-Japan-EMS-Express-Ship-/191507942392?pt=LH_DefaultDomain_0&hash=item2c96c34bf8,84,Kobo Glo eReader Wi-Fi 6'' 2 GB Black Touchscreen From Japan EMS Express Ship,kobo e-reader,eBay,,,,,,
711159109,http://www.ebay.com/itm/SHARPER-IMAGE-LITERATI-WHITE-COLOR-7-EREADER-powered-by-KOBO-NAT-/351378280264?pt=LH_DefaultDomain_0&hash=item51cfc70f48,9.99,SHARPER IMAGE LITERATI WHITE COLOR 7 EREADER powered by KOBO - NAT,kobo e-reader,eBay,,,,,,
711159110,http://www.ebay.com/itm/Kobo-Aura-H2O-Waterproof-eReader-Black-H20-/251791069266?pt=LH_DefaultDomain_2&hash=item3a9fead052,189.9,Kobo Aura H2O - Waterproof eReader - Black H20,kobo e-reader,eBay,,,,,,
711159111,http://www.ebay.com/itm/Kobo-EReader-Touch-2GB-Wi-Fi-6in-Black-/251929009573?pt=LH_DefaultDomain_0&hash=item3aa8239da5,50,Kobo EReader Touch 2GB, Wi-Fi, 6in - Black,kobo e-reader,eBay,,,,
711159112,http://www.ebay.com/itm/Kobo-N613-Touch-eReader-ebook-/271852361409?pt=LH_DefaultDomain_2&hash=item3f4ba9d6c1,57.51,Kobo N613  Touch eReader ebook  =,kobo e-reader,eBay,,,,,,
711159113,http://www.ebay.com/itm/Kobo-Touch-eReader-/161679986716?pt=LH_DefaultDomain_0&hash=item25a4e0d01c,45,Kobo Touch eReader,kobo e-reader,eBay,,,,,,
711159114,http://www.ebay.com/itm/Kobo-Glo-eReader-Wi-Fi-6-2-GB-Blue-Touchscreen-from-Japan-New-/271851913564?pt=LH_DefaultDomain_2&hash=item3f4ba3015c,84.9,Kobo Glo eReader Wi-Fi 6'' 2 GB Blue Touchscreen from Japan New,kobo e-reader,eBay,,,,,,
711159115,http://www.ebay.com/itm/Kobo-Arc-7-HD-T416-Touch-eReader-ebook-tablet-HD-/261868414343?pt=LH_DefaultDomain_2&hash=item3cf892e587,82.16,Kobo Arc 7 HD T416  Touch eReader ebook tablet HD  =,kobo e-reader,eBay,,,,,,
711159116,http://www.ebay.com/itm/Kobo-Touch-eReader-ebook-N905B-N905C-2GB-Wi-Fi-6-Black-/181723689800?pt=LH_DefaultDomain_2&hash=item2a4f937348,43,Kobo Touch eReader ebook N905B N905C 2GB Wi-Fi 6 Black,kobo e-reader,eBay,,,,,,
711159117,http://www.ebay.com/itm/Kobo-EReader-Touch-2GB-Wi-Fi-6in-Black-/151662404990?pt=LH_DefaultDomain_2&hash=item234fc8a57e,41.08,Kobo EReader Touch 2GB, Wi-Fi, 6in - Black,kobo e-reader,eBay,,,,
711159118,http://www.ebay.com/itm/Kobo-Ereader-N647-Excellent-Condition-Original-Box-100-Free-Classics-Plus-Others-/121629274309?pt=LH_DefaultDomain_0&hash=item1c51ab70c5,29.95,Kobo Ereader N647 Excellent Condition Original Box 100 Free Classics Plus Others,kobo e-reader,eBay,,,,,,
711159119,http://www.ebay.com/itm/Excellent-Condition-Kobo-Glo-2GB-Wi-Fi-6in-eReader-Black-FREE-CASE-/201290941677?pt=LH_DefaultDomain_2&hash=item2edde004ed,89,Excellent Condition Kobo Glo 2GB, Wi-Fi, 6in eReader Black + FREE CASE,kobo e-reader,eBay,,,,
711159120,http://www.ebay.com/itm/Kobo-1st-Generation-6-Black-White-N416-1GB-eReader-/371305439103?pt=LH_DefaultDomain_0&hash=item5673875f7f,19.99,Kobo 1st Generation 6  Black & White N416 1GB eReader,kobo e-reader,eBay,,,,,,
711159121,http://www.ebay.com/itm/Kobo-Mini-eReader-Black-Bundle-USED-FREE-SHIPPING-/181728140476?pt=LH_DefaultDomain_0&hash=item2a4fd75cbc,20.5,Kobo Mini eReader Black Bundle *USED*  FREE SHIPPING,kobo e-reader,eBay,,,,,,
711159122,http://www.ebay.com/itm/Kobo-N289-1GB-Wi-Fi-6-Black-Wireless-E-Reader-w-Memory-Card-Slot-EXCELLENT-/201337080043?pt=LH_DefaultDomain_0&hash=item2ee0a008eb,29,Kobo N289 1GB Wi Fi 6 Black Wireless E Reader w/ Memory Card Slot EXCELLENT,kobo e-reader,eBay,,,,,,
711159123,http://www.ebay.com/itm/Kobo-Aura-eReader-Wi-Fi-6in-4GB-Black-Pink-Touchscreen-From-Japan-New-EMS-F-S-/271653972577?pt=LH_DefaultDomain_0&var=&hash=item3f3fd6aa61,140.9,Kobo Aura eReader Wi-Fi 6in 4GB Black Pink Touchscreen From Japan New EMS F/S,kobo e-reader,eBay,,,,,,
711159124,http://www.ebay.com/itm/Kobo-Touch-eReader-N905-2GB-Wi-Fi-6in-Black-FREE-SHIPPING-/251922629679?pt=LH_DefaultDomain_0&hash=item3aa7c2442f,49.99,Kobo Touch eReader N905 2GB Wi-Fi 6in Black FREE SHIPPING!,kobo e-reader,eBay,,,,,,
711159125,http://www.ebay.com/itm/Kobo-Aura-eReader-Wi-Fi-6-4-GB-Black-Touchscreen-from-Japan-New-/121391132466?pt=LH_DefaultDomain_0&hash=item1c4379af32,136.5,Kobo Aura eReader Wi-Fi 6'' 4 GB Black Touchscreen from Japan New,kobo e-reader,eBay,,,,,,
711159126,http://www.ebay.com/itm/KOBO-N905-TouchScreen-6-2-0GB-Wi-Fi-eReader-TABLET-I4123-/271838336565?pt=LH_DefaultDomain_0&hash=item3f4ad3d635,37.99,KOBO N905 TouchScreen 6 2.0GB Wi-Fi --- eReader TABLET I4123,kobo e-reader,eBay,,,,,,
711159127,http://www.ebay.com/itm/KOBO-eReader-Wireless-eReader-1GB-WI-FI-6-White-/291437811723?pt=LH_DefaultDomain_0&hash=item43db0c180b,65,KOBO eReader Wireless eReader 1GB, WI-FI, 6 (White),kobo e-reader,eBay,,,,
711159128,http://www.ebay.com/itm/Kobo-eReaders-Wireless-eReader-1GB-Wi-Fi-6in-Black-MIB-/311342294861?pt=LH_DefaultDomain_0&hash=item487d72674d,40,Kobo eReaders Wireless eReader 1GB, Wi-Fi, 6in - Black MIB!,kobo e-reader,eBay,,,,
711159129,http://www.ebay.com/itm/Kobo-Aura-H2O-Waterproof-eReader-Wi-Fi-6-8-4-GB-Black-Touchscreen-Japan-EMS-/191520159361?pt=LH_DefaultDomain_0&hash=item2c977db681,198.8,Kobo Aura H2O Waterproof eReader Wi-Fi 6.8'' 4 GB Black Touchscreen Japan EMS,kobo e-reader,eBay,,,,,,
711159130,http://www.ebay.com/itm/New-Kobo-ER430-Slick-Color-Pocket-eReader-2GB-microSD-Touch-Screen-/221755035555?pt=LH_DefaultDomain_0&hash=item33a1a14fa3,18.99,New Kobo ER430 Slick Color Pocket eReader 2GB microSD Touch Screen,kobo e-reader,eBay,,,,,,
711159131,http://www.ebay.com/itm/Kobo-eReader-N647-WiFi-/261656811493?pt=LH_DefaultDomain_0&hash=item3cebf617e5,39.99,Kobo eReader N647 +WiFi,kobo e-reader,eBay,,,,,,
